Dex No.,Name,Forme,Classification,Generation,Primary Type,Secondary Type,Ability 1,Ability 2,Hidden Ability,Gender,Male Gender Ratio,Female Gender Ratio,Catch Rate,Egg Group 1,Egg Group 2,Hatch Time Cycles,Height (In),Height (M),Weight (Lbs),Weight (Kg),Mega Stone 1,Mega Stone 2,EXP Yield (Gen I),EXP Yield (Gen II),EXP Yield (Gen III),EXP Yield (Gen IV),EXP Yield (Gen V+),Leveling Rate,EV Yield (HP),EV Yield (Attack),EV Yield (Defense),EV Yield (Sp.Atk),EV Yield (Sp.Def),EV Yield (Speed),Shape Img URL,Footprint Img Url,Base Friendship,Base HP,Base Attack,Base Defense,Base Special Attack,Base Special Defense,Base Speed,Base Stat Total,Color
741,Oricorio,Pa'u Style,Dancing,7,Psychic,Flying,Dancer,,,,0.25,0.75,45,Flying,,20,24,0.6,7.5,3.4,,,,,,,167,Medium Fast,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||75|75|75,||||||70|70|70,||||||70|70|70,||||||98|98|98,||||||70|70|70,||||||93|93|93,||||||476|476|476,Pink
741,Oricorio,Sensu Style,Dancing,7,Ghost,Flying,Dancer,,,,0.25,0.75,45,Flying,,20,24,0.6,7.5,3.4,,,,,,,167,Medium Fast,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||75|75|75,||||||70|70|70,||||||70|70|70,||||||98|98|98,||||||70|70|70,||||||93|93|93,||||||476|476|476,Purple
742,Cutiefly,,Bee Fly,7,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,,0.5,0.5,190,Bug,Fairy,20,4,0.1,0.4,0.2,,,,,,,61,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||40|40|40,||||||45|45|45,||||||40|40|40,||||||55|55|55,||||||40|40|40,||||||84|84|84,||||||304|304|304,Yellow
743,Ribombee,,Bee Fly,7,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,,0.5,0.5,75,Bug,Fairy,20,8,0.2,1.1,0.5,,,,,,,162,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/0/09/Body13.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||55|55|55,||||||60|60|60,||||||95|95|95,||||||70|70|70,||||||124|124|124,||||||464|464|464,Yellow
744,Rockruff,,Puppy,7,Rock,,Keen Eye,Vital Spirit,Steadfast,,0.5,0.5,190,Field,,15,20,0.5,20.3,9.2,,,,,,,56,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||45|45|45,||||||65|65|65,||||||40|40|40,||||||30|30|30,||||||40|40|40,||||||60|60|60,||||||280|280|280,Brown
745,Lycanroc,Midday Form,Wolf,7,Rock,,Keen Eye,Sand Rush,Steadfast,,0.5,0.5,90,Field,,15,31,0.8,55.1,25.0,,,,,,,170,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||75|75|75,||||||115|115|115,||||||65|65|65,||||||55|55|55,||||||65|65|65,||||||112|112|112,||||||487|487|487,Brown
745,Lycanroc,Midnight Form,Wolf,7,Rock,,Keen Eye,Vital Spirit,No Guard,,0.5,0.5,90,Field,,15,43,1.1,55.1,25.0,,,,,,,170,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||85|85|85,||||||115|115|115,||||||75|75|75,||||||55|55|55,||||||75|75|75,||||||82|82|82,||||||487|487|487,Red
745,Lycanroc,Dusk Form,Wolf,7,Rock,,Tough Claws,,,,0.5,0.5,90,Field,,15,31,0.8,55.1,25.0,,,,,,,170,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||75|75|75,||||||117|117|117,||||||65|65|65,||||||55|55|55,||||||65|65|65,||||||110|110|110,||||||487|487|487,Brown
746,Wishiwashi,Solo Form,Small Fry,7,Water,,Schooling,,,,0.5,0.5,60,Water 2,,15,8,0.2,0.7,0.3,,,,,,,61,Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||45|45|45,||||||20|20|20,||||||20|20|20,||||||25|25|25,||||||25|25|25,||||||40|40|40,||||||175|175|175,Blue
746,Wishiwashi,School Form,Small Fry,7,Water,,Schooling,,,,0.5,0.5,60,Water 2,,15,323,8.2,173.3,78.6,,,,,,,61,Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/3/36/Body11.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||45|45|45,||||||140|140|140,||||||130|130|130,||||||140|140|140,||||||135|135|135,||||||30|30|30,||||||620|620|620,Blue
747,Mareanie,,Brutal Star,7,Poison,Water,Merciless,Limber,Regenerator,,0.5,0.5,190,Water 1,,20,16,0.4,17.6,8.0,,,,,,,61,Medium Fast,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||50|50|50,||||||53|53|53,||||||62|62|62,||||||43|43|43,||||||52|52|52,||||||45|45|45,||||||305|305|305,Blue
748,Toxapex,,Brutal Star,7,Poison,Water,Merciless,Limber,Regenerator,,0.5,0.5,75,Water 1,,20,28,0.7,32.0,14.5,,,,,,,173,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||50|50|50,||||||63|63|63,||||||152|152|152,||||||53|53|53,||||||142|142|142,||||||35|35|35,||||||495|495|495,Blue
749,Mudbray,,Donkey,7,Ground,,Own Tempo,Stamina,Inner Focus,,0.5,0.5,190,Field,,20,39,1.0,242.5,110.0,,,,,,,77,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||100|100|100,||||||70|70|70,||||||45|45|45,||||||55|55|55,||||||45|45|45,||||||385|385|385,Brown
750,Mudsdale,,Draft Horse,7,Ground,,Own Tempo,Stamina,Inner Focus,,0.5,0.5,60,Field,,20,98,2.5,2028.3,920.0,,,,,,,175,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||100|100|100,||||||125|125|125,||||||100|100|100,||||||55|55|55,||||||85|85|85,||||||35|35|35,||||||500|500|500,Brown
751,Dewpider,,Water Bubble,7,Water,Bug,Water Bubble,,Water Absorb,,0.5,0.5,200,Water 1,Bug,15,12,0.3,8.8,4.0,,,,,,,54,Medium Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/b/bc/Body07.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||38|38|38,||||||40|40|40,||||||52|52|52,||||||40|40|40,||||||72|72|72,||||||27|27|27,||||||269|269|269,Green
752,Araquanid,,Water Bubble,7,Water,Bug,Water Bubble,,Water Absorb,,0.5,0.5,100,Water 1,Bug,15,71,1.8,180.8,82.0,,,,,,,159,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||68|68|68,||||||70|70|70,||||||92|92|92,||||||50|50|50,||||||132|132|132,||||||42|42|42,||||||454|454|454,Green
753,Fomantis,,Sickle Grass,7,Grass,,Leaf Guard,,Contrary,,0.5,0.5,190,Grass,,20,12,0.3,3.3,1.5,,,,,,,50,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||40|40|40,||||||55|55|55,||||||35|35|35,||||||50|50|50,||||||35|35|35,||||||35|35|35,||||||250|250|250,Pink
754,Lurantis,,Bloom Sickle,7,Grass,,Leaf Guard,,Contrary,,0.5,0.5,75,Grass,,20,35,0.9,40.8,18.5,,,,,,,168,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||105|105|105,||||||90|90|90,||||||80|80|80,||||||90|90|90,||||||45|45|45,||||||480|480|480,Pink
755,Morelull,,Illuminating,7,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,,0.5,0.5,190,Grass,,20,8,0.2,3.3,1.5,,,,,,,57,Medium Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||40|40|40,||||||35|35|35,||||||55|55|55,||||||65|65|65,||||||75|75|75,||||||15|15|15,||||||285|285|285,Purple
756,Shiinotic,,Illuminating,7,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,,0.5,0.5,75,Grass,,20,39,1.0,25.4,11.5,,,,,,,142,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||45|45|45,||||||80|80|80,||||||90|90|90,||||||100|100|100,||||||30|30|30,||||||405|405|405,Purple
757,Salandit,,Toxic Lizard,7,Poison,Fire,Corrosion,,Oblivious,,0.875,0.125,120,Monster,Dragon,20,24,0.6,10.6,4.8,,,,,,,64,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||48|48|48,||||||44|44|44,||||||40|40|40,||||||71|71|71,||||||40|40|40,||||||77|77|77,||||||320|320|320,Black
758,Salazzle,,Toxic Lizard,7,Poison,Fire,Corrosion,,Oblivious,F,0,1,45,Monster,Dragon,20,47,1.2,48.9,22.2,,,,,,,168,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||68|68|68,||||||64|64|64,||||||60|60|60,||||||111|111|111,||||||60|60|60,||||||117|117|117,||||||480|480|480,Black
759,Stufful,,Flailing,7,Normal,Fighting,Fluffy,Klutz,Cute Charm,,0.5,0.5,140,Field,,15,20,0.5,15.0,6.8,,,,,,,68,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||75|75|75,||||||50|50|50,||||||45|45|45,||||||50|50|50,||||||50|50|50,||||||340|340|340,Pink
760,Bewear,,Strong Arm,7,Normal,Fighting,Fluffy,Klutz,Unnerve,,0.5,0.5,70,Field,,15,83,2.1,297.6,135.0,,,,,,,175,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||120|120|120,||||||125|125|125,||||||80|80|80,||||||55|55|55,||||||60|60|60,||||||60|60|60,||||||500|500|500,Pink
761,Bounsweet,,Fruit,7,Grass,,Leaf Guard,Oblivious,Sweet Veil,F,0,1,235,Grass,,20,12,0.3,7.1,3.2,,,,,,,42,Medium Slow,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/b/bc/Body07.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||42|42|42,||||||30|30|30,||||||38|38|38,||||||30|30|30,||||||38|38|38,||||||32|32|32,||||||210|210|210,Purple
762,Steenee,,Fruit,7,Grass,,Leaf Guard,Oblivious,Sweet Veil,F,0,1,120,Grass,,20,28,0.7,18.1,8.2,,,,,,,102,Medium Slow,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||52|52|52,||||||40|40|40,||||||48|48|48,||||||40|40|40,||||||48|48|48,||||||62|62|62,||||||290|290|290,Purple
763,Tsareena,,Fruit,7,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,F,0,1,45,Grass,,20,47,1.2,47.2,21.4,,,,,,,230,Medium Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||72|72|72,||||||120|120|120,||||||98|98|98,||||||50|50|50,||||||98|98|98,||||||72|72|72,||||||510|510|510,Purple
764,Comfey,,Posy Picker,7,Fairy,,Flower Veil,Triage,Natural Cure,,0.25,0.75,60,Grass,,20,4,0.1,0.7,0.3,,,,,,,170,Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||51|51|51,||||||52|52|52,||||||90|90|90,||||||82|82|82,||||||110|110|110,||||||100|100|100,||||||485|485|485,Green
765,Oranguru,,Sage,7,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,,0.5,0.5,45,Field,,20,59,1.5,167.6,76.0,,,,,,,172,Slow,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||90|90|90,||||||60|60|60,||||||80|80|80,||||||90|90|90,||||||110|110|110,||||||60|60|60,||||||490|490|490,White
766,Passimian,,Teamwork,7,Fighting,,Receiver,,Defiant,,0.5,0.5,45,Field,,20,79,2.0,182.5,82.8,,,,,,,172,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||100|100|100,||||||120|120|120,||||||90|90|90,||||||40|40|40,||||||60|60|60,||||||80|80|80,||||||490|490|490,White
767,Wimpod,,Turn Tail,7,Bug,Water,Wimp Out,,,,0.5,0.5,90,Bug,Water 3,20,20,0.5,26.5,12.0,,,,,,,46,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||25|25|25,||||||35|35|35,||||||40|40|40,||||||20|20|20,||||||30|30|30,||||||80|80|80,||||||230|230|230,Gray
768,Golisopod,,Hard Scale,7,Bug,Water,Emergency Exit,,,,0.5,0.5,45,Bug,Water 3,20,79,2.0,238.1,108.0,,,,,,,186,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||75|75|75,||||||125|125|125,||||||140|140|140,||||||60|60|60,||||||90|90|90,||||||40|40|40,||||||530|530|530,Gray
769,Sandygast,,Sand Heap,7,Ghost,Ground,Water Compaction,,Sand Veil,,0.5,0.5,140,Amorphous,,15,20,0.5,154.3,70.0,,,,,,,64,Medium Fast,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||55|55|55,||||||55|55|55,||||||80|80|80,||||||70|70|70,||||||45|45|45,||||||15|15|15,||||||320|320|320,Brown
770,Palossand,,Sand Castle,7,Ghost,Ground,Water Compaction,,Sand Veil,,0.5,0.5,60,Amorphous,,15,51,1.3,551.2,250.0,,,,,,,168,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||85|85|85,||||||75|75|75,||||||110|110|110,||||||100|100|100,||||||75|75|75,||||||35|35|35,||||||480|480|480,Brown
771,Pyukumuku,,Sea Cucumber,7,Water,,Innards Out,,Unaware,,0.5,0.5,60,Water 1,,15,12,0.3,2.6,1.2,,,,,,,144,Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||55|55|55,||||||60|60|60,||||||130|130|130,||||||30|30|30,||||||130|130|130,||||||5|5|5,||||||410|410|410,Black
772,Type: Null,,Synthetic,7,Normal,,Battle Armor,,,N,,,3,,,120,75,1.9,265.7,120.5,,,,,,,107,Slow,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||95|95|95,||||||95|95|95,||||||95|95|95,||||||95|95|95,||||||95|95|95,||||||59|59|59,||||||534|534|534,Gray
773,Silvally,,Synthetic,7,Normal,,RKS System,,,N,,,3,,,120,91,2.3,221.6,100.5,,,,,,,257,Slow,3,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||95|95|95,||||||95|95|95,||||||95|95|95,||||||95|95|95,||||||95|95|95,||||||95|95|95,||||||570|570|570,Gray
774,Minior,Meteor Form,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,88.2,40.0,,,,,,,154,Medium Slow,0,0,1,0,1,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||440|440|440,Brown
774,Minior,Red Core,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,0.7,0.3,,,,,,,154,Medium Slow,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||120|120|120,||||||500|500|500,Red
774,Minior,Orange Core,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,0.7,0.3,,,,,,,154,Medium Slow,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||120|120|120,||||||500|500|500,Red
774,Minior,Yellow Core,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,0.7,0.3,,,,,,,154,Medium Slow,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||120|120|120,||||||500|500|500,Yellow
774,Minior,Green Core,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,0.7,0.3,,,,,,,154,Medium Slow,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||120|120|120,||||||500|500|500,Green
774,Minior,Blue Core,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,0.7,0.3,,,,,,,154,Medium Slow,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||120|120|120,||||||500|500|500,Blue
774,Minior,Indigo Core,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,0.7,0.3,,,,,,,154,Medium Slow,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||120|120|120,||||||500|500|500,Blue
774,Minior,Violet Core,Meteor,7,Rock,Flying,Shields Down,,,N,,,30,Mineral,,25,12,0.3,0.7,0.3,,,,,,,154,Medium Slow,0,1,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||100|100|100,||||||60|60|60,||||||120|120|120,||||||500|500|500,Purple
775,Komala,,Drowsing,7,Normal,,Comatose,,,,0.5,0.5,45,Field,,20,16,0.4,43.9,19.9,,,,,,,168,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||65|65|65,||||||115|115|115,||||||65|65|65,||||||75|75|75,||||||95|95|95,||||||65|65|65,||||||480|480|480,Blue
776,Turtonator,,Blast Turtle,7,Fire,Dragon,Shell Armor,,,,0.5,0.5,70,Monster,Dragon,20,79,2.0,467.4,212.0,,,,,,,170,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||60|60|60,||||||78|78|78,||||||135|135|135,||||||91|91|91,||||||85|85|85,||||||36|36|36,||||||485|485|485,Red
777,Togedemaru,,Roly-Poly,7,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,,0.5,0.5,180,Field,Fairy,10,12,0.3,7.3,3.3,,,,,,,152,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||65|65|65,||||||98|98|98,||||||63|63|63,||||||40|40|40,||||||73|73|73,||||||96|96|96,||||||435|435|435,Gray
778,Mimikyu,Disguised Form,Disguise,7,Ghost,Fairy,Disguise,,,,0.5,0.5,45,Amorphous,,20,8,0.2,1.5,0.7,,,,,,,167,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||55|55|55,||||||90|90|90,||||||80|80|80,||||||50|50|50,||||||105|105|105,||||||96|96|96,||||||476|476|476,Yellow
778,Mimikyu,Busted Form,Disguise,7,Ghost,Fairy,Disguise,,,,0.5,0.5,45,Amorphous,,20,8,0.2,1.5,0.7,,,,,,,167,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||55|55|55,||||||90|90|90,||||||80|80|80,||||||50|50|50,||||||105|105|105,||||||96|96|96,||||||476|476|476,Yellow
779,Bruxish,,Gnash Teeth,7,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,,0.5,0.5,80,Water 2,,15,35,0.9,41.9,19.0,,,,,,,166,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||68|68|68,||||||105|105|105,||||||70|70|70,||||||70|70|70,||||||70|70|70,||||||92|92|92,||||||475|475|475,Pink
780,Drampa,,Placid,7,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,,0.5,0.5,70,Monster,Dragon,20,118,3.0,407.9,185.0,,,,,,,170,Medium Fast,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/7/7a/Body02.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||78|78|78,||||||60|60|60,||||||85|85|85,||||||135|135|135,||||||91|91|91,||||||36|36|36,||||||485|485|485,White
781,Dhelmise,,Sea Creeper,7,Ghost,Grass,Steelworker,,,N,,,25,Mineral,,25,154,3.9,463.0,210.0,,,,,,,181,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||131|131|131,||||||100|100|100,||||||86|86|86,||||||90|90|90,||||||40|40|40,||||||517|517|517,Green
782,Jangmo-o,,Scaly,7,Dragon,,Bulletproof,Soundproof,Overcoat,,0.5,0.5,45,Dragon,,40,24,0.6,65.5,29.7,,,,,,,60,Slow,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||45|45|45,||||||55|55|55,||||||65|65|65,||||||45|45|45,||||||45|45|45,||||||45|45|45,||||||300|300|300,Gray
783,Hakamo-o,,Scaly,7,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,,0.5,0.5,45,Dragon,,40,47,1.2,103.6,47.0,,,,,,,147,Slow,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||55|55|55,||||||75|75|75,||||||90|90|90,||||||65|65|65,||||||70|70|70,||||||65|65|65,||||||420|420|420,Gray
784,Kommo-o,,Scaly,7,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,,0.5,0.5,45,Dragon,,40,63,1.6,172.4,78.2,,,,,,,270,Slow,0,0,3,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||75|75|75,||||||110|110|110,||||||125|125|125,||||||100|100|100,||||||105|105|105,||||||85|85|85,||||||600|600|600,Gray
785,Tapu Koko,,Land Spirit,7,Electric,Fairy,Electric Surge,,Telepathy,N,,,3,,,15,71,1.8,45.2,20.5,,,,,,,257,Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||115|115|115,||||||85|85|85,||||||95|95|95,||||||75|75|75,||||||130|130|130,||||||570|570|570,Yellow
786,Tapu Lele,,Land Spirit,7,Psychic,Fairy,Psychic Surge,,Telepathy,N,,,3,,,15,47,1.2,41.0,18.6,,,,,,,257,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||85|85|85,||||||75|75|75,||||||130|130|130,||||||115|115|115,||||||95|95|95,||||||570|570|570,Pink
787,Tapu Bulu,,Land Spirit,7,Grass,Fairy,Grassy Surge,,Telepathy,N,,,3,,,15,75,1.9,100.3,45.5,,,,,,,257,Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||130|130|130,||||||115|115|115,||||||85|85|85,||||||95|95|95,||||||75|75|75,||||||570|570|570,Red
788,Tapu Fini,,Land Spirit,7,Water,Fairy,Misty Surge,,Telepathy,N,,,3,,,15,51,1.3,46.7,21.2,,,,,,,257,Slow,0,0,0,0,3,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,70,||||||70|70|70,||||||75|75|75,||||||115|115|115,||||||95|95|95,||||||130|130|130,||||||85|85|85,||||||570|570|570,Purple
